  LINE  LEXEME           TOKEN ID  TOKEN
    23  >=                     47  SYM_GTEQ
    23  LITERAL_INT            69  IDENTIFIER
    23  &&                     53  SYM_AND
    23  IDENTIFIER             69  IDENTIFIER
    23  <                      46  SYM_LT
    23  LITERAL_INT            69  IDENTIFIER
    23  )                      35  SYM_CL_PAR
    23  {                      32  SYM_OP_CURLY
    24  bulen                   8  KEYWD_BOOL
    24  IDENTIFIER             69  IDENTIFIER
    24  =                      51  SYM_ASSIGN
    24  !                      54  SYM_NOT
    24  (                      34  SYM_OP_PAR
    24  IDENTIFIER             69  IDENTIFIER
    24  *                      42  SYM_ASTERISK
    24  -                      41  SYM_MINUS
    24  LITERAL_FLOAT          69  IDENTIFIER
    24  ==                     49  SYM_ISEQ
    24  LITERAL_FLOAT          69  IDENTIFIER
    24  )                      35  SYM_CL_PAR
    24  ;                      38  SYM_SEMICOLON
    25  }                      33  SYM_CL_CURLY
    25  else                    2  KEYWD_ELSE
    25  {                      32  SYM_OP_CURLY
    26  whil                    0  KEYWD_WHILE
    26  (                      34  SYM_OP_PAR
    26  IDENTIFIER             69  IDENTIFIER
    26  !=                     50  SYM_NOTEQ
    26  IDENTIFIER             69  IDENTIFIER
    26  (                      34  SYM_OP_PAR
    26  LITERAL_INT            69  IDENTIFIER
    26  )                      35  SYM_CL_PAR
    26  )                      35  SYM_CL_PAR
    26  {                      32  SYM_OP_CURLY
    27  let                    14  KEYWD_LET
    27  IDENTIFIER             69  IDENTIFIER
    27  =                      51  SYM_ASSIGN
    27  IDENTIFIER             69  IDENTIFIER
    27  %                      44  SYM_PERC
    27  LITERAL_INT            69  IDENTIFIER
    27  ;                      38  SYM_SEMICOLON
    28  let                    14  KEYWD_LET
    28  IDENTIFIER             69  IDENTIFIER
    28  =                      51  SYM_ASSIGN
    28  IDENTIFIER             69  IDENTIFIER
    28  (                      34  SYM_OP_PAR
    28  LITERAL_CHAR           69  IDENTIFIER
    28  ,                      39  SYM_COMMA
    28  IDENTIFIER             69  IDENTIFIER
    28  )                      35  SYM_CL_PAR
    28  ;                      38  SYM_SEMICOLON
    29  }                      33  SYM_CL_CURLY
    31  if                      1  KEYWD_IF
    31  (                      34  SYM_OP_PAR
    31  IDENTIFIER             69  IDENTIFIER
    31  ==                     49  SYM_ISEQ
    31  stonks                  3  KEYWD_TRUE
    31  )                      35  SYM_CL_PAR
    31  {                      32  SYM_OP_CURLY
    32  let                    14  KEYWD_LET
    32  IDENTIFIER             69  IDENTIFIER
    32  =                      51  SYM_ASSIGN
    32  not_stonks              4  KEYWD_FALSE
    32  ;                      38  SYM_SEMICOLON
    33  let                    14  KEYWD_LET
    33  IDENTIFIER             69  IDENTIFIER
    33  =                      51  SYM_ASSIGN
    33  LITERAL_CHAR           69  IDENTIFIER
    33  ;                      38  SYM_SEMICOLON
    34  }                      33  SYM_CL_CURLY
    35  let                    14  KEYWD_LET
    35  IDENTIFIER             69  IDENTIFIER
    35  =                      51  SYM_ASSIGN
    35  -                      41  SYM_MINUS
    35  (                      34  SYM_OP_PAR
    35  IDENTIFIER             69  IDENTIFIER
    35  (                      34  SYM_OP_PAR
    35  LITERAL_CHAR           69  IDENTIFIER
    35  ,                      39  SYM_COMMA
    35  LITERAL_INT            69  IDENTIFIER
    35  )                      35  SYM_CL_PAR
    35  )                      35  SYM_CL_PAR
    35  ;                      38  SYM_SEMICOLON
    36  }                      33  SYM_CL_CURLY
